id	Area	Not_Highschool_Graduated_2017	Highschool_Graduated_2017	Some_College_Graduated_2017	College_Graduated_2017	Unemployment_rate_2017
41009	Columbia County	0.13	0.361	0.345	0.186	0.042
12077	Liberty County	0.253	0.242	0.342	0.111	0.042
51570	Colonial Heights city	0.095	0.329	0.341	0.236	0.042
20063	Gove County	0.081	0.35	0.338	0.231	0.042
21145	McCracken County	0.117	0.303	0.337	0.242	0.042
40129	Roger Mills County	0.09	0.367	0.336	0.208	0.042
22115	Vernon Parish	0.125	0.366	0.332	0.177	0.042
48467	Van Zandt County	0.162	0.342	0.33	0.166	0.042
28061	Jasper County	0.069	0.42	0.33	0.139	0.042
17119	Madison County	0.189	0.36	0.326	0.262	0.042
37103	Jones County	0.077	0.439	0.326	0.142	0.042
32017	Lincoln County	0.121	0.351	0.324	0.217	0.042
48039	Brazoria County	0.125	0.255	0.323	0.297	0.042
39165	Warren County	0.128	0.322	0.321	0.419	0.042
51127	New Kent County	0.074	0.341	0.317	0.269	0.042
36115	Washington County	0.086	0.387	0.316	0.198	0.042
13127	Glynn County	0.119	0.278	0.314	0.29	0.042
51193	Westmoreland County	0.136	0.338	0.314	0.211	0.042
26139	Ottawa County	0.078	0.285	0.312	0.325	0.042
18125	Pike County	0.118	0.409	0.312	0.131	0.042
39077	Huron County	0.113	0.423	0.309	0.137	0.042
21209	Scott County	0.101	0.311	0.307	0.281	0.042
48209	Hays County	0.11	0.221	0.303	0.366	0.042
36067	Onondaga County	0.092	0.255	0.303	0.35	0.042
37011	Avery County	0.195	0.3	0.303	0.202	0.042
48083	Coleman County	0.181	0.373	0.303	0.144	0.042
5071	Johnson County	0.203	0.346	0.3	0.157	0.042
12061	Indian River County	0.116	0.309	0.298	0.278	0.042
40037	Creek County	0.133	0.415	0.296	0.156	0.042
39035	Cuyahoga County	0.109	0.282	0.294	0.315	0.042
41053	Polk County	0.124	0.38	0.293	0.306	0.042
39025	Clermont County	0.101	0.325	0.291	0.283	0.042
29149	Oregon County	0.161	0.42	0.29	0.128	0.042
19047	Crawford County	0.213	0.368	0.289	0.13	0.042
18157	Tippecanoe County	0.087	0.256	0.288	0.369	0.042
37181	Vance County	0.218	0.373	0.288	0.121	0.042
1075	Lamar County	0.205	0.376	0.287	0.133	0.042
1123	Tallapoosa County	0.192	0.34	0.286	0.182	0.042
1125	Tuscaloosa County	0.118	0.294	0.285	0.302	0.042
34029	Ocean County	0.088	0.343	0.285	0.284	0.042
47021	Cheatham County	0.139	0.382	0.285	0.194	0.042
39097	Madison County	0.091	0.163	0.282	0.167	0.042
5103	Ouachita County	0.148	0.421	0.278	0.153	0.042
13187	Lumpkin County	0.167	0.289	0.277	0.267	0.042
20039	Decatur County	0.14	0.369	0.276	0.219	0.042
55127	Walworth County	0.114	0.387	0.275	0.285	0.042
47121	Meigs County	0.156	0.44	0.275	0.098	0.042
51790	Staunton city	0.104	0.29	0.268	0.338	0.042
48089	Colorado County	0.179	0.365	0.266	0.189	0.042
13069	Coffee County	0.217	0.381	0.261	0.141	0.042
38055	McLean County	0.042	0.253	0.258	0.187	0.042
10003	New Castle County	0.09	0.297	0.256	0.357	0.042
17031	Cook County	0.138	0.235	0.255	0.372	0.042
54001	Barbour County	0.269	0.355	0.255	0.153	0.042
13219	Oconee County	0.057	0.21	0.252	0.482	0.042
12021	Collier County	0.135	0.264	0.252	0.349	0.042
13021	Bibb County	0.179	0.439	0.25	0.254	0.042
45059	Laurens County	0.161	0.443	0.242	0.146	0.042
29055	Crawford County	0.181	0.474	0.24	0.112	0.042
29001	Adair County	0.095	0.356	0.239	0.31	0.042
48465	Val Verde County	0.326	0.256	0.237	0.181	0.042
5041	Desha County	0.226	0.41	0.237	0.126	0.042
45087	Union County	0.116	0.473	0.235	0.125	0.042
35053	Socorro County	0.232	0.339	0.234	0.195	0.042
22127	Winn Parish	0.201	0.437	0.231	0.131	0.042
12023	Columbia County	0.152	0.404	0.229	0.164	0.042
37157	Rockingham County	0.175	0.35	0.227	0.147	0.042
22053	Jefferson Davis Parish	0.21	0.407	0.225	0.158	0.042
48095	Concho County	0.39	0.282	0.215	0.113	0.042
39045	Fairfield County	0.106	0.22	0.21	0.266	0.042
8097	Pitkin County	0.047	0.143	0.197	0.612	0.042
11000	District of Columbia	0.097	0.176	0.161	0.566	0.042
5083	Logan County	0.075	0.277	0.422	0.12	0.043
41041	Lincoln County	0.069	0.289	0.42	0.241	0.043
1059	Franklin County	0.079	0.342	0.379	0.134	0.043
37055	Dare County	0.068	0.255	0.378	0.298	0.043
41035	Klamath County	0.126	0.306	0.378	0.189	0.043
27155	Traverse County	0.09	0.367	0.367	0.176	0.043
12113	Santa Rosa County	0.093	0.271	0.364	0.271	0.043
56013	Fremont County	0.089	0.317	0.361	0.233	0.043
26055	Grand Traverse County	0.053	0.246	0.359	0.342	0.043
55109	St. Croix County	0.039	0.262	0.359	0.34	0.043
17083	Jersey County	0.086	0.358	0.358	0.197	0.043
39033	Crawford County	0.116	0.354	0.354	0.147	0.043
30067	Park County	0.049	0.275	0.353	0.341	0.043
46079	Lake County	0.042	0.315	0.353	0.317	0.043
37107	Lenoir County	0.199	0.319	0.348	0.135	0.043
40131	Rogers County	0.083	0.335	0.347	0.235	0.043
13213	Murray County	0.104	0.367	0.347	0.096	0.043
40069	Johnston County	0.144	0.294	0.346	0.166	0.043
20163	Rooks County	0.088	0.31	0.345	0.257	0.043
30055	McCone County	0.061	0.421	0.345	0.174	0.043
36097	Schuyler County	0.116	0.362	0.344	0.221	0.043
16027	Canyon County	0.154	0.321	0.344	0.181	0.043
37045	Cleveland County	0.086	0.253	0.34	0.165	0.043
13075	Cook County	0.041	0.215	0.34	0.148	0.043
20019	Chautauqua County	0.124	0.371	0.339	0.166	0.043
48213	Henderson County	0.105	0.246	0.336	0.181	0.043
51021	Bland County	0.118	0.404	0.336	0.142	0.043
37139	Pasquotank County	0.138	0.323	0.335	0.204	0.043
18025	Crawford County	0.097	0.281	0.333	0.104	0.043
29159	Pettis County	0.162	0.33	0.331	0.177	0.043
48005	Angelina County	0.189	0.313	0.331	0.167	0.043
30049	Lewis and Clark County	0.048	0.248	0.329	0.375	0.043
5087	Madison County	0.061	0.307	0.328	0.116	0.043
1061	Geneva County	0.21	0.357	0.322	0.111	0.043
1073	Jefferson County	0.074	0.393	0.32	0.319	0.043
21141	Logan County	0.155	0.39	0.319	0.148	0.043
30097	Sweet Grass County	0.06	0.367	0.318	0.254	0.043
37017	Bladen County	0.208	0.33	0.317	0.145	0.043
17157	Randolph County	0.175	0.363	0.317	0.131	0.043
48335	Mitchell County	0.095	0.417	0.317	0.118	0.043
27091	Martin County	0.166	0.36	0.315	0.2	0.043
28003	Alcorn County	0.192	0.335	0.313	0.159	0.043
4027	Yuma County	0.284	0.26	0.313	0.143	0.043
12089	Nassau County	0.086	0.33	0.312	0.272	0.043
29127	Marion County	0.068	0.359	0.312	0.209	0.043
48215	Hidalgo County	0.211	0.334	0.311	0.178	0.043
37000	North Carolina	0.131	0.261	0.309	0.299	0.043
37163	Sampson County	0.227	0.339	0.309	0.125	0.043
38037	Grant County	0.083	0.352	0.307	0.182	0.043
45013	Beaufort County	0.073	0.223	0.306	0.398	0.043
18063	Hendricks County	0.064	0.278	0.306	0.353	0.043
48121	Denton County	0.08	0.184	0.303	0.434	0.043
36075	Oswego County	0.131	0.383	0.303	0.183	0.043
48015	Austin County	0.178	0.298	0.301	0.223	0.043
51690	Martinsville city	0.191	0.3	0.301	0.209	0.043
36015	Chemung County	0.096	0.353	0.3	0.251	0.043
37041	Chowan County	0.161	0.352	0.298	0.19	0.043
5063	Independence County	0.149	0.376	0.295	0.18	0.043
23023	Sagadahoc County	0.051	0.31	0.294	0.345	0.043
48033	Borden County	0.055	0.269	0.288	0.388	0.043
47179	Washington County	0.122	0.381	0.288	0.319	0.043
48403	Sabine County	0.14	0.427	0.288	0.144	0.043
48001	Anderson County	0.141	0.335	0.287	0.124	0.043
12001	Alachua County	0.079	0.221	0.286	0.414	0.043
40023	Choctaw County	0.199	0.399	0.286	0.125	0.043
47061	Grundy County	0.132	0.404	0.286	0.11	0.043
13161	Jeff Davis County	0.204	0.147	0.286	0.103	0.043
51131	Northampton County	0.219	0.371	0.282	0.232	0.043
13151	Henry County	0.164	0.447	0.28	0.28	0.043
51069	Frederick County	0.118	0.324	0.28	0.277	0.043
48435	Sutton County	0.23	0.294	0.279	0.198	0.043
45067	Marion County	0.144	0.28	0.279	0.164	0.043
13101	Echols County	0.307	0.349	0.276	0.069	0.043
51033	Caroline County	0.165	0.369	0.275	0.192	0.043
44000	Rhode Island	0.127	0.279	0.265	0.33	0.043
47045	Dyer County	0.165	0.389	0.265	0.181	0.043
5017	Chicot County	0.198	0.408	0.262	0.132	0.043
29115	Linn County	0.119	0.472	0.261	0.148	0.043
24023	Garrett County	0.109	0.436	0.259	0.196	0.043
28047	Harrison County	0.176	0.413	0.257	0.222	0.043
1113	Russell County	0.24	0.368	0.257	0.169	0.043
22093	St. James Parish	0.158	0.445	0.257	0.14	0.043
42107	Schuylkill County	0.117	0.472	0.251	0.16	0.043
31177	Washington County	0.171	0.402	0.25	0.308	0.043
40103	Noble County	0.138	0.514	0.243	0.239	0.043
42121	Venango County	0.104	0.49	0.234	0.172	0.043
47163	Sullivan County	0.167	0.497	0.23	0.22	0.043
21237	Wolfe County	0.307	0.394	0.222	0.078	0.043
13289	Twiggs County	0.314	0.382	0.212	0.092	0.043
42087	Mifflin County	0.157	0.515	0.207	0.122	0.043
1027	Clay County	0.37	0.332	0.203	0.103	0.043
28157	Wilkinson County	0.302	0.365	0.184	0.149	0.043
6009	Calaveras County	0.1	0.276	0.431	0.193	0.044
30037	Golden Valley County	0.094	0.282	0.404	0.206	0.044
27119	Polk County	0.066	0.326	0.4	0.245	0.044
20001	Allen County	0.076	0.333	0.399	0.192	0.044
27025	Chisago County	0.06	0.335	0.394	0.212	0.044
12125	Union County	0.087	0.361	0.392	0.083	0.044
17127	Massac County	0.146	0.342	0.391	0.121	0.044
53059	Skamania County	0.096	0.291	0.381	0.232	0.044
6043	Mariposa County	0.099	0.282	0.375	0.244	0.044
18139	Rush County	0.092	0.302	0.375	0.148	0.044
40019	Carter County	0.088	0.371	0.374	0.204	0.044
1069	Houston County	0.093	0.289	0.364	0.209	0.044
17193	White County	0.103	0.377	0.364	0.156	0.044
18083	Knox County	0.084	0.344	0.363	0.161	0.044
45061	Lee County	0.077	0.404	0.363	0.116	0.044
27001	Aitkin County	0.087	0.387	0.359	0.167	0.044
47095	Lake County	0.091	0.292	0.356	0.094	0.044
47087	Jackson County	0.122	0.316	0.356	0.081	0.044
20197	Wabaunsee County	0.067	0.351	0.355	0.227	0.044
17093	Kendall County	0.08	0.224	0.348	0.348	0.044
39005	Ashland County	0.082	0.353	0.347	0.202	0.044
39123	Ottawa County	0.078	0.36	0.338	0.223	0.044
37019	Brunswick County	0.109	0.274	0.337	0.28	0.044
54047	McDowell County	0.175	0.331	0.335	0.049	0.044
12015	Charlotte County	0.1	0.343	0.333	0.224	0.044
51590	Danville city	0.195	0.284	0.333	0.189	0.044
5027	Columbia County	0.077	0.247	0.332	0.215	0.044
18143	Scott County	0.051	0.229	0.331	0.129	0.044
13139	Hall County	0.161	0.312	0.33	0.235	0.044
29121	Macon County	0.1	0.343	0.33	0.153	0.044
13197	Marion County	0.102	0.329	0.33	0.125	0.044
42123	Warren County	0.121	0.365	0.327	0.189	0.044
46013	Brown County	0.079	0.306	0.326	0.288	0.044
12131	Walton County	0.141	0.265	0.326	0.267	0.044
55059	Kenosha County	0.096	0.327	0.326	0.251	0.044
30061	Mineral County	0.136	0.386	0.326	0.152	0.044
29187	St. Francois County	0.168	0.373	0.326	0.133	0.044
37091	Hertford County	0.2	0.324	0.323	0.153	0.044
39013	Belmont County	0.096	0.422	0.321	0.161	0.044
12133	Washington County	0.039	0.217	0.321	0.113	0.044
8125	Yuma County	0.146	0.323	0.32	0.21	0.044
42097	Northumberland County	0.093	0.323	0.32	0.154	0.044
29091	Howell County	0.143	0.384	0.319	0.154	0.044
41037	Lake County	0.079	0.329	0.319	0.148	0.044
35001	Bernalillo County	0.115	0.232	0.318	0.334	0.044
55091	Pepin County	0.083	0.408	0.318	0.191	0.044
6019	Fresno County	0.253	0.228	0.317	0.201	0.044
13201	Miller County	0.179	0.39	0.317	0.114	0.044
26089	Leelanau County	0.048	0.231	0.313	0.408	0.044
51023	Botetourt County	0.075	0.329	0.313	0.283	0.044
39159	Union County	0.136	0.44	0.31	0.308	0.044
36071	Orange County	0.102	0.296	0.307	0.295	0.044
29085	Hickory County	0.164	0.43	0.307	0.098	0.044
12119	Sumter County	0.084	0.301	0.306	0.309	0.044
13277	Tift County	0.178	0.348	0.306	0.168	0.044
39049	Franklin County	0.138	0.372	0.304	0.387	0.044
13193	Macon County	0.272	0.338	0.304	0.086	0.044
22023	Cameron Parish	0.198	0.38	0.301	0.12	0.044
17101	Lawrence County	0.186	0.375	0.301	0.116	0.044
1000	Alabama	0.147	0.309	0.299	0.245	0.044
37061	Duplin County	0.267	0.327	0.299	0.108	0.044
1031	Coffee County	0.134	0.379	0.297	0.227	0.044
47145	Roane County	0.133	0.377	0.297	0.193	0.044
48087	Collingsworth County	0.226	0.323	0.296	0.156	0.044
21207	Russell County	0.212	0.357	0.295	0.134	0.044
21049	Clark County	0.141	0.348	0.294	0.217	0.044
45047	Greenwood County	0.166	0.308	0.293	0.233	0.044
23029	Washington County	0.212	0.306	0.292	0.209	0.044
12057	Hillsborough County	0.118	0.272	0.29	0.32	0.044
36111	Ulster County	0.093	0.304	0.288	0.314	0.044
40137	Stephens County	0.134	0.404	0.288	0.174	0.044
29221	Washington County	0.13	0.367	0.288	0.089	0.044
39161	Van Wert County	0.079	0.473	0.284	0.164	0.044
47125	Montgomery County	0.164	0.385	0.282	0.262	0.044
40133	Seminole County	0.16	0.409	0.281	0.139	0.044
40119	Payne County	0.087	0.268	0.277	0.368	0.044
34005	Burlington County	0.066	0.289	0.277	0.368	0.044
24045	Wicomico County	0.114	0.333	0.275	0.278	0.044
37113	Macon County	0.122	0.45	0.275	0.222	0.044
40003	Alfalfa County	0.128	0.387	0.275	0.209	0.044
1007	Bibb County	0.149	0.322	0.275	0.132	0.044
48003	Andrews County	0.254	0.373	0.275	0.098	0.044
9013	Tolland County	0.059	0.272	0.273	0.397	0.044
26063	Huron County	0.125	0.465	0.273	0.155	0.044
51000	Virginia	0.11	0.243	0.272	0.376	0.044
48327	Menard County	0.209	0.361	0.272	0.158	0.044
41027	Hood River County	0.204	0.225	0.269	0.302	0.044
37015	Bertie County	0.239	0.371	0.268	0.123	0.044
47073	Hawkins County	0.17	0.432	0.267	0.132	0.044
48111	Dallam County	0.318	0.292	0.267	0.124	0.044
21101	Henderson County	0.19	0.402	0.265	0.168	0.044
1111	Randolph County	0.263	0.351	0.265	0.146	0.044
37095	Hyde County	0.073	0.466	0.265	0.072	0.044
29179	Reynolds County	0.232	0.406	0.264	0.098	0.044
40029	Coal County	0.164	0.409	0.261	0.166	0.044
45037	Edgefield County	0.185	0.36	0.26	0.195	0.044
21177	Muhlenberg County	0.201	0.428	0.259	0.113	0.044
17009	Brown County	0.138	0.476	0.258	0.132	0.044
24000	Maryland	0.102	0.251	0.257	0.39	0.044
42043	Dauphin County	0.102	0.343	0.257	0.298	0.044
21169	Metcalfe County	0.228	0.394	0.257	0.121	0.044
1101	Montgomery County	0.198	0.337	0.256	0.323	0.044
13223	Paulding County	0.1	0.505	0.256	0.244	0.044
37067	Forsyth County	0.075	0.169	0.255	0.338	0.044
51169	Scott County	0.258	0.363	0.252	0.133	0.044
12086	Miami-Dade County	0.19	0.282	0.25	0.278	0.044
12033	Escambia County	0.19	0.438	0.25	0.26	0.044
21025	Breathitt County	0.272	0.353	0.249	0.126	0.044
34025	Monmouth County	0.072	0.247	0.241	0.44	0.044
72033	Cataño Municipio	0.275	0.288	0.239	0.198	0.044
29007	Audrain County	0.153	0.472	0.238	0.137	0.044
18109	Morgan County	0.186	0.506	0.231	0.161	0.044
21131	Leslie County	0.318	0.378	0.215	0.089	0.044
47133	Overton County	0.204	0.458	0.207	0.13	0.044
39113	Montgomery County	0.089	0.137	0.19	0.268	0.044
47161	Stewart County	0.343	0.383	0.15	0.151	0.044
56025	Natrona County	0.078	0.294	0.4	0.228	0.045
56021	Laramie County	0.068	0.253	0.393	0.287	0.045
16075	Payette County	0.131	0.346	0.38	0.142	0.045
6103	Tehama County	0.16	0.324	0.373	0.144	0.045
38071	Ramsey County	0.087	0.294	0.372	0.247	0.045
4017	Navajo County	0.174	0.3	0.371	0.155	0.045
1045	Dale County	0.14	0.326	0.366	0.168	0.045
27169	Winona County	0.072	0.271	0.361	0.296	0.045
51191	Washington County	0.039	0.293	0.361	0.234	0.045
1049	DeKalb County	0.073	0.26	0.361	0.13	0.045
26017	Bay County	0.109	0.309	0.359	0.19	0.045
29165	Platte County	0.112	0.317	0.356	0.415	0.045
20089	Jewell County	0.052	0.433	0.356	0.159	0.045
13287	Turner County	0.071	0.348	0.355	0.135	0.045
2198	Prince of Wales-Hyder Census Area	0.1	0.378	0.354	0.168	0.045
5107	Phillips County	0.068	0.363	0.354	0.113	0.045
17163	St. Clair County	0.093	0.289	0.352	0.266	0.045
48071	Chambers County	0.142	0.301	0.352	0.205	0.045
32013	Humboldt County	0.082	0.372	0.344	0.152	0.045
16085	Valley County	0.059	0.387	0.343	0.308	0.045
21089	Greenup County	0.131	0.363	0.334	0.172	0.045
29113	Lincoln County	0.118	0.33	0.334	0.157	0.045
17075	Iroquois County	0.105	0.418	0.333	0.143	0.045
55015	Calumet County	0.064	0.319	0.331	0.286	0.045
56019	Johnson County	0.08	0.306	0.331	0.268	0.045
45053	Jasper County	0.159	0.373	0.329	0.148	0.045
51179	Stafford County	0.063	0.224	0.327	0.387	0.045
5137	Stone County	0.174	0.349	0.327	0.134	0.045
48417	Shackelford County	0.149	0.252	0.325	0.274	0.045
48469	Victoria County	0.17	0.31	0.325	0.195	0.045
18015	Carroll County	0.074	0.377	0.325	0.162	0.045
5013	Calhoun County	0.087	0.451	0.325	0.123	0.045
12017	Citrus County	0.126	0.378	0.317	0.178	0.045
17147	Piatt County	0.054	0.345	0.316	0.285	0.045
50019	Orleans County	0.131	0.394	0.316	0.22	0.045
17067	Hancock County	0.139	0.437	0.313	0.197	0.045
13063	Clayton County	0.088	0.443	0.313	0.191	0.045
45043	Georgetown County	0.135	0.287	0.307	0.271	0.045
13291	Union County	0.217	0.332	0.305	0.22	0.045
12055	Highlands County	0.16	0.367	0.301	0.171	0.045
36099	Seneca County	0.092	0.455	0.299	0.205	0.045
53075	Whitman County	0.046	0.171	0.298	0.484	0.045
36107	Tioga County	0.1	0.356	0.297	0.247	0.045
45029	Colleton County	0.142	0.409	0.296	0.154	0.045
55137	Waushara County	0.138	0.415	0.296	0.152	0.045
40135	Sequoyah County	0.185	0.383	0.294	0.138	0.045
1029	Cleburne County	0.156	0.392	0.293	0.124	0.045
12115	Sarasota County	0.075	0.296	0.291	0.339	0.045
47155	Sevier County	0.165	0.364	0.29	0.18	0.045
4012	La Paz County	0.228	0.37	0.29	0.112	0.045
18081	Johnson County	0.123	0.416	0.288	0.309	0.045
36091	Saratoga County	0.061	0.248	0.287	0.404	0.045
13129	Gordon County	0.231	0.346	0.286	0.137	0.045
5031	Craighead County	0.117	0.332	0.285	0.265	0.045
29003	Andrew County	0.087	0.377	0.285	0.251	0.045
5105	Perry County	0.234	0.355	0.285	0.129	0.045
32003	Clark County	0.146	0.44	0.282	0.233	0.045
12067	Lafayette County	0.112	0.424	0.28	0.14	0.045
37187	Washington County	0.23	0.401	0.279	0.091	0.045
26013	Baraga County	0.137	0.432	0.277	0.155	0.045
36113	Warren County	0.092	0.315	0.276	0.293	0.045
40007	Beaver County	0.157	0.368	0.276	0.199	0.045
19169	Story County	0.032	0.188	0.275	0.506	0.045
22079	Rapides Parish	0.153	0.371	0.275	0.201	0.045
13019	Berrien County	0.199	0.413	0.27	0.117	0.045
22005	Ascension Parish	0.116	0.339	0.269	0.276	0.045
45035	Dorchester County	0.147	0.383	0.269	0.274	0.045
13067	Cobb County	0.088	0.189	0.268	0.455	0.045
39071	Highland County	0.161	0.447	0.268	0.123	0.045
28129	Smith County	0.198	0.423	0.268	0.11	0.045
17095	Knox County	0.091	0.415	0.267	0.179	0.045
36057	Montgomery County	0.158	0.449	0.264	0.17	0.045
13221	Oglethorpe County	0.221	0.36	0.263	0.155	0.045
6037	Los Angeles County	0.218	0.207	0.262	0.312	0.045
29075	Gentry County	0.11	0.43	0.261	0.2	0.045
13043	Candler County	0.243	0.352	0.261	0.144	0.045
48061	Cameron County	0.115	0.465	0.26	0.172	0.045
9015	Windham County	0.076	0.298	0.256	0.244	0.045
1041	Crenshaw County	0.207	0.378	0.252	0.163	0.045
13283	Treutlen County	0.237	0.357	0.251	0.155	0.045
29013	Bates County	0.142	0.457	0.251	0.15	0.045
9003	Hartford County	0.106	0.271	0.249	0.374	0.045
9009	New Haven County	0.101	0.307	0.247	0.346	0.045
36087	Rockland County	0.127	0.222	0.246	0.404	0.045
12093	Okeechobee County	0.261	0.384	0.246	0.11	0.045
51041	Chesterfield County	0.235	0.408	0.244	0.384	0.045
25009	Essex County	0.152	0.459	0.243	0.388	0.045
36059	Nassau County	0.09	0.233	0.234	0.444	0.045
42033	Clearfield County	0.132	0.497	0.23	0.141	0.045
22039	Evangeline Parish	0.26	0.384	0.227	0.129	0.045
36081	Queens County	0.189	0.277	0.226	0.308	0.045
12071	Lee County	0.297	0.399	0.215	0.272	0.045
22041	Franklin Parish	0.248	0.422	0.215	0.114	0.045
42031	Clarion County	0.11	0.459	0.212	0.218	0.045
51137	Orange County	0.074	0.152	0.199	0.256	0.045
6075	San Francisco County	0.121	0.123	0.198	0.558	0.045
37111	McDowell County	0.347	0.446	0.159	0.159	0.045
37133	Onslow County	0.086	0.292	0.42	0.202	0.046
41033	Josephine County	0.109	0.319	0.396	0.176	0.046
27067	Kandiyohi County	0.115	0.267	0.391	0.226	0.046
30075	Powder River County	0.049	0.305	0.39	0.256	0.046
48129	Donley County	0.112	0.32	0.38	0.189	0.046
12079	Madison County	0.114	0.302	0.38	0.125	0.046
51650	Hampton city	0.093	0.275	0.375	0.256	0.046
49057	Weber County	0.099	0.292	0.37	0.24	0.046
30071	Phillips County	0.101	0.35	0.368	0.181	0.046
51077	Grayson County	0.118	0.314	0.366	0.128	0.046
17065	Hamilton County	0.064	0.317	0.363	0.169	0.046
21091	Hancock County	0.153	0.276	0.362	0.111	0.046
17007	Boone County	0.062	0.337	0.358	0.217	0.046
16007	Bear Lake County	0.063	0.385	0.35	0.203	0.046
27097	Morrison County	0.104	0.382	0.35	0.164	0.046
12069	Lake County	0.153	0.351	0.347	0.224	0.046
24019	Dorchester County	0.1	0.279	0.347	0.201	0.046
21007	Ballard County	0.147	0.366	0.346	0.141	0.046
26101	Manistee County	0.094	0.36	0.34	0.205	0.046
13177	Lee County	0.168	0.259	0.339	0.257	0.046
54099	Wayne County	0.165	0.3	0.338	0.13	0.046
27069	Kittson County	0.072	0.358	0.337	0.232	0.046
1055	Etowah County	0.169	0.325	0.337	0.169	0.046
46099	Minnehaha County	0.081	0.276	0.334	0.309	0.046
29045	Clark County	0.147	0.288	0.332	0.132	0.046
19117	Lucas County	0.114	0.299	0.331	0.169	0.046
17055	Franklin County	0.158	0.3	0.331	0.152	0.046
27127	Redwood County	0.103	0.383	0.33	0.184	0.046
48413	Schleicher County	0.257	0.211	0.329	0.203	0.046
26065	Ingham County	0.076	0.212	0.328	0.384	0.046
37059	Davie County	0.127	0.315	0.328	0.23	0.046
48459	Upshur County	0.165	0.338	0.328	0.169	0.046
29139	Montgomery County	0.148	0.353	0.328	0.129	0.046
17139	Moultrie County	0.147	0.346	0.326	0.181	0.046
50023	Washington County	0.226	0.36	0.323	0.405	0.046
37037	Chatham County	0.107	0.241	0.32	0.401	0.046
21087	Green County	0.075	0.373	0.32	0.11	0.046
13121	Fulton County	0.14	0.413	0.319	0.502	0.046
35000	New Mexico	0.15	0.264	0.317	0.269	0.046
37057	Davidson County	0.166	0.336	0.317	0.181	0.046
37129	New Hanover County	0.077	0.22	0.315	0.389	0.046
47041	DeKalb County	0.103	0.406	0.313	0.136	0.046
2105	Hoonah-Angoon Census Area	0.097	0.373	0.311	0.219	0.046
29057	Dade County	0.209	0.342	0.31	0.151	0.046
37101	Johnston County	0.163	0.362	0.309	0.217	0.046
37033	Caswell County	0.224	0.332	0.307	0.137	0.046
17159	Richland County	0.094	0.223	0.306	0.215	0.046
47089	Jefferson County	0.103	0.271	0.304	0.162	0.046
5121	Randolph County	0.16	0.407	0.302	0.145	0.046
42007	Beaver County	0.073	0.388	0.298	0.24	0.046
45025	Chesterfield County	0.081	0.238	0.297	0.113	0.046
47047	Fayette County	0.174	0.412	0.294	0.224	0.046
8121	Washington County	0.116	0.392	0.294	0.166	0.046
13007	Baker County	0.224	0.373	0.293	0.11	0.046
48147	Fannin County	0.142	0.376	0.292	0.162	0.046
21000	Kentucky	0.148	0.331	0.289	0.232	0.046
47067	Hancock County	0.058	0.33	0.288	0.102	0.046
17097	Lake County	0.068	0.329	0.286	0.442	0.046
39117	Morrow County	0.121	0.457	0.285	0.136	0.046
5095	Monroe County	0.098	0.459	0.284	0.093	0.046
29510	St. Louis city	0.143	0.232	0.283	0.341	0.046
21083	Graves County	0.165	0.39	0.283	0.162	0.046
48025	Bee County	0.273	0.352	0.283	0.092	0.046
37125	Moore County	0.346	0.243	0.277	0.36	0.046
21067	Fayette County	0.18	0.435	0.274	0.418	0.046
48145	Falls County	0.23	0.375	0.274	0.121	0.046
42055	Franklin County	0.094	0.25	0.269	0.206	0.046
36103	Suffolk County	0.099	0.284	0.268	0.35	0.046
25019	Nantucket County	0.059	0.223	0.267	0.451	0.046
47127	Moore County	0.127	0.412	0.267	0.195	0.046
22111	Union Parish	0.142	0.466	0.265	0.128	0.046
47037	Davidson County	0.12	0.23	0.26	0.391	0.046
40083	Logan County	0.097	0.494	0.258	0.28	0.046
5125	Saline County	0.159	0.399	0.255	0.255	0.046
33009	Grafton County	0.075	0.28	0.252	0.393	0.046
17087	Johnson County	0.228	0.411	0.252	0.162	0.046
28107	Panola County	0.222	0.382	0.252	0.144	0.046
48067	Cass County	0.14	0.457	0.25	0.153	0.046
13269	Taylor County	0.121	0.449	0.244	0.114	0.046
51027	Buchanan County	0.284	0.364	0.244	0.108	0.046
42000	Pennsylvania	0.101	0.356	0.242	0.301	0.046
51660	Harrisonburg city	0.161	0.26	0.23	0.349	0.046
44001	Bristol County	0.096	0.208	0.228	0.468	0.046
22065	Madison Parish	0.247	0.393	0.225	0.134	0.046
21203	Rockcastle County	0.223	0.437	0.221	0.119	0.046
47007	Bledsoe County	0.268	0.403	0.205	0.124	0.046
48431	Sterling County	0.141	0.451	0.194	0.214	0.046
28033	DeSoto County	0.295	0.404	0.186	0.235	0.046
35051	Sierra County	0.071	0.254	0.461	0.192	0.047
48301	Loving County	0.203	0.328	0.422	0.047	0.047
41043	Linn County	0.098	0.302	0.414	0.186	0.047
32005	Douglas County	0.106	0.323	0.402	0.272	0.047
20195	Trego County	0.068	0.307	0.391	0.233	0.047
41065	Wasco County	0.138	0.287	0.377	0.198	0.047
26033	Chippewa County	0.097	0.355	0.37	0.207	0.047
54053	Mason County	0.081	0.333	0.364	0.11	0.047
41017	Deschutes County	0.065	0.238	0.359	0.337	0.047
36055	Monroe County	0.095	0.361	0.358	0.371	0.047
46027	Clay County	0.053	0.258	0.357	0.493	0.047
29081	Harrison County	0.13	0.292	0.356	0.145	0.047
